,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
275,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
276,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
277,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
278,0.185,128,500,0.2816091954022988,20,0.256,$\kappa = 20$
279,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
280,0.185,3,500,0.2816091954022988,20,0.006,$\kappa = 20$
281,0.185,137,500,0.2816091954022988,20,0.274,$\kappa = 20$
282,0.185,110,500,0.2816091954022988,20,0.22,$\kappa = 20$
283,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
284,0.185,171,500,0.2816091954022988,20,0.342,$\kappa = 20$
285,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
286,0.185,14,500,0.2816091954022988,20,0.028,$\kappa = 20$
287,0.185,3,500,0.2816091954022988,20,0.006,$\kappa = 20$
288,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
289,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
290,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
291,0.185,193,500,0.2816091954022988,20,0.386,$\kappa = 20$
292,0.185,144,500,0.2816091954022988,20,0.288,$\kappa = 20$
293,0.185,161,500,0.2816091954022988,20,0.322,$\kappa = 20$
294,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
295,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
296,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
297,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
298,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
299,0.185,4,500,0.2816091954022988,20,0.008,$\kappa = 20$
300,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
301,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
302,0.2275,114,500,0.3455497382198953,20,0.228,$\kappa = 20$
